Generation,Best Value
0,121.764
1,131.546
2,149.172
3,152.702
4,180.519
5,199.147
6,203.131
9,216.168
10,234.219
28,234.224
50,238.653
76,240.665
115,254.606
196,255.947
225,274.347
326,274.347
