Generation,Best Value
0,121.764
1,201.616
3,227.49
4,262.595
5,314.462
6,319.133
7,320.533
8,355.185
11,361.703
33,371.351
34,373.24
37,380.581
38,387.539
42,391.441
44,395.59
63,404.155
67,408.11
72,414.032
96,414.546
125,419.44
126,423.542
152,425.601
174,426.373
196,427.608
197,430.846
223,431.412
245,431.98
277,432.677
307,433.188
313,434.516
358,435.194
388,436.004
419,436.817
421,436.86
487,437.72
588,437.72
